Query ID,Shard ID,Query Type,Data Size (MB),Execution Time (s),CPU Usage (%),Memory Usage (MB),I/O Operations,Timestamp
Q689,Shard_1,UPDATE,418,1.93,85,757,80,2025-03-01 10:26:07
Q690,Shard_2,JOIN,530,2.37,94,652,159,2025-03-01 10:13:34
Q691,Shard_3,JOIN,592,2.41,73,843,183,2025-03-01 10:52:48
Q692,Shard_2,UPDATE,235,1.9,71,541,86,2025-03-01 10:50:20
Q693,Shard_2,JOIN,314,2.56,90,918,144,2025-03-01 10:42:52
Q694,Shard_2,UPDATE,423,2.01,63,800,97,2025-03-01 10:06:00
Q695,Shard_2,UPDATE,246,1.26,68,721,87,2025-03-01 10:35:27
Q696,Shard_3,JOIN,498,2.72,82,902,129,2025-03-01 10:41:42
Q697,Shard_4,JOIN,454,2.76,73,920,161,2025-03-01 10:23:25
Q698,Shard_2,SELECT,169,1.92,78,431,90,2025-03-01 10:52:42
Q699,Shard_3,UPDATE,218,1.46,85,419,113,2025-03-01 10:13:13
Q700,Shard_1,UPDATE,470,1.35,74,536,52,2025-03-01 10:52:27
Q701,Shard_1,SELECT,256,1.72,66,522,69,2025-03-01 10:29:30
Q702,Shard_3,JOIN,342,2.93,81,982,159,2025-03-01 10:38:19
Q703,Shard_1,JOIN,597,2.01,70,821,157,2025-03-01 10:20:00
Q704,Shard_2,JOIN,391,2.55,81,623,135,2025-03-01 10:05:37
Q705,Shard_5,SELECT,286,0.54,79,394,68,2025-03-01 10:58:05
Q706,Shard_2,UPDATE,443,1.01,63,579,61,2025-03-01 10:37:44
Q707,Shard_3,UPDATE,390,2.18,68,538,95,2025-03-01 10:56:46
Q708,Shard_5,JOIN,515,2.32,73,848,125,2025-03-01 10:50:24
Q709,Shard_5,UPDATE,284,2.11,63,705,56,2025-03-01 10:34:51
Q710,Shard_1,SELECT,257,1.8,74,545,76,2025-03-01 10:22:38
Q711,Shard_1,JOIN,563,2.27,90,924,104,2025-03-01 10:44:39
Q712,Shard_4,JOIN,430,2.38,92,883,156,2025-03-01 10:05:08
Q713,Shard_3,JOIN,348,2.8,91,757,104,2025-03-01 10:13:06
Q714,Shard_4,JOIN,482,2.01,88,756,116,2025-03-01 10:13:25
Q715,Shard_2,UPDATE,332,2.48,71,768,146,2025-03-01 10:56:34
Q716,Shard_3,JOIN,464,2.93,88,922,137,2025-03-01 10:50:38
Q717,Shard_4,UPDATE,182,1.64,64,579,103,2025-03-01 10:45:30
Q718,Shard_3,SELECT,142,1.93,55,551,40,2025-03-01 10:08:26
Q719,Shard_1,UPDATE,276,1.71,64,548,60,2025-03-01 10:19:25
Q720,Shard_2,SELECT,130,1.72,68,530,92,2025-03-01 10:13:11
Q721,Shard_1,SELECT,153,0.62,70,551,61,2025-03-01 10:25:59
Q722,Shard_5,SELECT,177,1.35,52,588,55,2025-03-01 10:36:32
Q723,Shard_3,UPDATE,239,2.04,62,483,104,2025-03-01 10:45:31
Q724,Shard_3,SELECT,147,1.16,54,473,87,2025-03-01 10:22:37
Q725,Shard_3,SELECT,148,1.18,57,415,62,2025-03-01 10:12:28
Q726,Shard_5,JOIN,545,2.93,92,722,150,2025-03-01 10:53:16
Q727,Shard_4,SELECT,259,1.31,52,348,62,2025-03-01 10:22:37
Q728,Shard_1,UPDATE,232,1.11,60,545,110,2025-03-01 10:10:02
Q729,Shard_2,JOIN,547,2.6,84,876,131,2025-03-01 10:22:10
Q730,Shard_1,JOIN,434,2.21,73,773,103,2025-03-01 10:08:27
Q731,Shard_2,JOIN,456,2.49,76,947,116,2025-03-01 10:16:52
Q732,Shard_2,JOIN,341,2.47,87,895,105,2025-03-01 10:34:00
Q733,Shard_1,UPDATE,290,2.43,66,525,126,2025-03-01 10:18:01
Q734,Shard_5,JOIN,414,2.35,79,991,104,2025-03-01 10:13:47
Q735,Shard_2,JOIN,594,2.09,90,861,185,2025-03-01 10:44:58
Q736,Shard_3,SELECT,222,1.75,59,549,55,2025-03-01 10:31:17
Q737,Shard_5,SELECT,217,1.19,69,497,56,2025-03-01 10:13:57
Q738,Shard_2,JOIN,310,2.85,73,918,151,2025-03-01 10:08:00
Q739,Shard_2,SELECT,111,0.81,57,598,40,2025-03-01 10:08:53
Q740,Shard_2,SELECT,258,1.53,66,327,84,2025-03-01 10:11:34
Q741,Shard_1,SELECT,204,1.13,64,345,73,2025-03-01 10:42:08
Q742,Shard_3,UPDATE,270,1.5,85,539,136,2025-03-01 10:36:05
Q743,Shard_1,UPDATE,380,1.57,62,462,79,2025-03-01 10:06:03
Q744,Shard_3,SELECT,138,1.95,71,332,45,2025-03-01 10:31:48
Q745,Shard_3,SELECT,254,1.61,55,439,62,2025-03-01 10:51:28
Q746,Shard_1,JOIN,589,2.28,75,679,117,2025-03-01 10:18:01
Q747,Shard_5,JOIN,430,2.96,91,809,198,2025-03-01 10:17:41
Q748,Shard_2,JOIN,576,2.22,84,649,180,2025-03-01 10:19:40
Q749,Shard_5,UPDATE,178,1.78,68,704,69,2025-03-01 10:32:34
Q750,Shard_1,JOIN,545,2.87,75,681,172,2025-03-01 10:43:25
Q751,Shard_1,UPDATE,477,1.44,77,498,73,2025-03-01 10:14:37
Q752,Shard_3,UPDATE,390,2.25,62,685,82,2025-03-01 10:16:03
Q753,Shard_3,UPDATE,221,1.72,84,637,100,2025-03-01 10:41:02
Q754,Shard_2,SELECT,297,1.43,56,330,98,2025-03-01 10:48:11
Q755,Shard_5,SELECT,167,0.75,57,360,74,2025-03-01 10:25:01
Q756,Shard_3,JOIN,451,2.47,84,788,151,2025-03-01 10:11:06
Q757,Shard_5,JOIN,387,2.29,81,754,135,2025-03-01 10:41:19
Q758,Shard_5,SELECT,264,0.75,56,496,90,2025-03-01 10:29:56
Q759,Shard_3,UPDATE,455,2.32,61,685,67,2025-03-01 10:20:06
Q760,Shard_2,UPDATE,307,2.08,71,493,150,2025-03-01 10:12:46
Q761,Shard_2,JOIN,458,2.79,73,694,110,2025-03-01 10:25:54
Q762,Shard_3,UPDATE,204,2.48,79,610,104,2025-03-01 10:09:09
Q763,Shard_2,UPDATE,338,2.41,68,536,79,2025-03-01 10:47:09
Q764,Shard_1,SELECT,210,1.28,78,492,79,2025-03-01 10:57:17
Q765,Shard_1,UPDATE,416,2.0,84,456,134,2025-03-01 10:49:21
Q766,Shard_2,SELECT,137,0.8,64,408,48,2025-03-01 10:45:28
Q767,Shard_3,UPDATE,194,1.72,70,694,108,2025-03-01 10:38:05
Q768,Shard_3,UPDATE,406,2.17,81,787,117,2025-03-01 10:44:57
Q769,Shard_1,UPDATE,248,1.13,82,719,147,2025-03-01 10:52:48
Q770,Shard_4,UPDATE,401,1.6,80,545,143,2025-03-01 10:24:09
Q771,Shard_3,SELECT,135,0.6,75,421,86,2025-03-01 10:21:18
Q772,Shard_5,SELECT,289,1.13,63,539,96,2025-03-01 10:54:30
Q773,Shard_4,SELECT,201,0.87,56,369,45,2025-03-01 10:38:01
Q774,Shard_5,UPDATE,151,1.15,62,417,59,2025-03-01 10:49:04
Q775,Shard_1,SELECT,172,1.21,79,580,95,2025-03-01 10:59:34
Q776,Shard_2,SELECT,109,1.6,53,357,100,2025-03-01 10:11:01
Q777,Shard_1,UPDATE,413,1.69,69,665,85,2025-03-01 10:30:25
Q778,Shard_1,UPDATE,343,1.58,76,726,67,2025-03-01 10:11:23
Q779,Shard_3,JOIN,515,2.01,70,883,144,2025-03-01 10:08:35
Q780,Shard_2,SELECT,295,0.94,62,465,82,2025-03-01 10:24:54
Q781,Shard_4,SELECT,207,1.28,52,402,98,2025-03-01 10:21:59
Q782,Shard_5,JOIN,504,2.25,74,881,200,2025-03-01 10:13:10
Q783,Shard_3,SELECT,146,1.57,77,347,96,2025-03-01 10:16:33
Q784,Shard_5,SELECT,200,0.62,61,535,57,2025-03-01 10:25:00
Q785,Shard_4,UPDATE,489,1.27,78,544,53,2025-03-01 10:36:45
Q786,Shard_2,JOIN,596,2.82,76,701,183,2025-03-01 10:05:33
Q787,Shard_1,JOIN,550,2.53,86,893,177,2025-03-01 10:21:27
Q788,Shard_1,UPDATE,430,2.38,84,737,63,2025-03-01 10:20:39
Q789,Shard_2,UPDATE,477,1.15,81,731,55,2025-03-01 10:09:13
Q790,Shard_4,UPDATE,359,1.66,61,791,61,2025-03-01 10:57:55
Q791,Shard_4,SELECT,127,1.62,57,332,77,2025-03-01 10:14:07
Q792,Shard_3,UPDATE,489,2.03,69,556,109,2025-03-01 10:33:58
Q793,Shard_2,JOIN,384,2.93,70,888,104,2025-03-01 10:18:19
Q794,Shard_3,SELECT,220,0.94,72,436,48,2025-03-01 10:24:20
Q795,Shard_2,UPDATE,316,1.75,80,642,82,2025-03-01 10:42:00
Q796,Shard_1,SELECT,208,1.7,58,338,73,2025-03-01 10:41:21
Q797,Shard_1,JOIN,334,2.16,76,838,122,2025-03-01 10:09:35
Q798,Shard_5,SELECT,219,1.0,78,564,50,2025-03-01 10:06:32
Q799,Shard_5,JOIN,323,2.76,86,965,117,2025-03-01 10:49:38
Q800,Shard_5,SELECT,224,0.55,77,382,42,2025-03-01 10:39:01
Q801,Shard_4,SELECT,222,1.04,66,435,85,2025-03-01 10:53:24
Q802,Shard_1,SELECT,176,0.8,55,493,65,2025-03-01 10:29:48
Q803,Shard_3,JOIN,477,2.97,80,659,190,2025-03-01 10:56:44
Q804,Shard_3,UPDATE,488,1.77,85,439,111,2025-03-01 10:33:16
Q805,Shard_5,SELECT,110,1.12,65,526,77,2025-03-01 10:23:39
Q806,Shard_4,UPDATE,265,2.5,80,771,108,2025-03-01 10:58:46
Q807,Shard_5,SELECT,263,1.31,50,380,67,2025-03-01 10:17:32
Q808,Shard_4,JOIN,528,2.86,89,822,192,2025-03-01 10:39:53
Q809,Shard_5,JOIN,472,2.69,95,641,190,2025-03-01 10:16:09
Q810,Shard_1,JOIN,324,2.41,88,753,128,2025-03-01 10:23:38
Q811,Shard_1,UPDATE,451,1.15,84,689,83,2025-03-01 10:44:46
Q812,Shard_2,JOIN,310,2.03,76,756,142,2025-03-01 10:22:02
Q813,Shard_5,SELECT,133,0.84,80,412,48,2025-03-01 10:27:36
Q814,Shard_2,SELECT,153,1.24,74,448,90,2025-03-01 10:58:11
Q815,Shard_2,SELECT,201,1.48,53,483,63,2025-03-01 10:34:06
Q816,Shard_5,SELECT,290,1.18,72,308,47,2025-03-01 10:16:35
Q817,Shard_3,UPDATE,444,2.34,63,734,136,2025-03-01 10:27:29
Q818,Shard_1,JOIN,393,2.71,86,763,150,2025-03-01 10:45:34
Q819,Shard_1,SELECT,226,1.02,75,587,48,2025-03-01 10:36:41
Q820,Shard_5,JOIN,530,2.28,87,603,149,2025-03-01 10:57:56
Q821,Shard_1,UPDATE,173,1.92,70,550,87,2025-03-01 10:58:32
Q822,Shard_1,JOIN,476,2.61,88,726,148,2025-03-01 10:12:06
Q823,Shard_2,UPDATE,251,2.29,72,411,112,2025-03-01 10:57:30
Q824,Shard_3,UPDATE,420,2.12,63,476,65,2025-03-01 10:23:37
Q825,Shard_4,JOIN,377,2.39,75,975,102,2025-03-01 10:28:36
Q826,Shard_3,SELECT,206,0.74,63,544,84,2025-03-01 10:16:56
Q827,Shard_4,JOIN,353,2.53,72,995,194,2025-03-01 10:33:19
Q828,Shard_2,JOIN,555,2.59,71,679,176,2025-03-01 10:07:40
Q829,Shard_3,SELECT,121,1.4,78,564,98,2025-03-01 10:38:03
Q830,Shard_1,SELECT,226,1.17,65,578,92,2025-03-01 10:59:10
Q831,Shard_3,SELECT,200,1.84,70,423,96,2025-03-01 10:51:17
Q832,Shard_4,JOIN,415,2.65,90,715,186,2025-03-01 10:44:05
Q833,Shard_2,UPDATE,366,1.92,73,665,53,2025-03-01 10:14:13
Q834,Shard_5,SELECT,285,0.59,59,307,75,2025-03-01 10:18:02
Q835,Shard_1,JOIN,523,2.71,85,700,168,2025-03-01 10:46:05
Q836,Shard_3,UPDATE,290,1.01,66,691,81,2025-03-01 10:05:20
Q837,Shard_1,JOIN,521,2.06,85,744,135,2025-03-01 10:25:19
Q838,Shard_3,UPDATE,280,1.63,79,787,126,2025-03-01 10:09:56
Q839,Shard_4,UPDATE,354,1.79,81,691,61,2025-03-01 10:19:08
Q840,Shard_4,SELECT,131,1.1,58,519,40,2025-03-01 10:55:12
Q841,Shard_3,SELECT,216,1.47,61,563,78,2025-03-01 10:34:38
Q842,Shard_2,SELECT,122,1.05,71,543,77,2025-03-01 10:13:24
Q843,Shard_4,JOIN,569,2.98,83,691,153,2025-03-01 10:50:25
Q844,Shard_5,SELECT,139,1.36,53,361,76,2025-03-01 10:22:22
Q845,Shard_1,JOIN,386,2.39,71,823,149,2025-03-01 10:16:38
Q846,Shard_2,JOIN,398,2.23,79,760,157,2025-03-01 10:30:32
Q847,Shard_5,UPDATE,195,1.77,74,563,136,2025-03-01 10:29:02
Q848,Shard_4,UPDATE,401,2.48,70,668,121,2025-03-01 10:18:40
Q849,Shard_4,SELECT,208,1.07,76,535,78,2025-03-01 10:23:02
Q850,Shard_4,SELECT,231,0.6,72,359,92,2025-03-01 10:48:03
Q851,Shard_3,UPDATE,248,2.21,66,694,113,2025-03-01 10:13:01
Q852,Shard_1,UPDATE,193,1.32,78,641,135,2025-03-01 10:21:47
Q853,Shard_5,SELECT,125,1.33,61,500,96,2025-03-01 10:20:42
Q854,Shard_1,SELECT,289,1.07,57,600,49,2025-03-01 10:25:14
Q855,Shard_3,UPDATE,242,1.54,65,404,149,2025-03-01 10:16:50
Q856,Shard_5,UPDATE,482,2.18,77,620,87,2025-03-01 10:18:40
Q857,Shard_3,SELECT,269,1.11,68,436,63,2025-03-01 10:14:00
Q858,Shard_3,UPDATE,228,1.58,76,575,134,2025-03-01 10:28:11
Q859,Shard_4,SELECT,131,1.86,52,433,45,2025-03-01 10:25:37
Q860,Shard_1,SELECT,259,0.76,52,531,84,2025-03-01 10:44:01
Q861,Shard_5,SELECT,277,0.6,74,333,75,2025-03-01 10:05:08
Q862,Shard_4,UPDATE,208,2.22,76,758,140,2025-03-01 10:35:51
Q863,Shard_3,UPDATE,395,1.72,62,484,103,2025-03-01 10:32:57
Q864,Shard_5,JOIN,375,2.86,82,884,130,2025-03-01 10:45:11
Q865,Shard_5,UPDATE,294,1.86,71,509,77,2025-03-01 10:06:59
Q866,Shard_5,SELECT,247,1.07,64,594,83,2025-03-01 10:48:09
Q867,Shard_3,SELECT,253,0.53,56,445,44,2025-03-01 10:29:43
Q868,Shard_4,UPDATE,420,2.16,63,430,55,2025-03-01 10:06:00
Q869,Shard_4,JOIN,486,2.55,90,937,109,2025-03-01 10:45:17
Q870,Shard_2,SELECT,300,1.75,56,485,80,2025-03-01 10:13:04
Q871,Shard_5,SELECT,292,1.99,53,321,60,2025-03-01 10:09:34
Q872,Shard_4,SELECT,230,1.2,58,537,63,2025-03-01 10:06:59
Q873,Shard_5,UPDATE,326,1.36,69,560,121,2025-03-01 10:54:10
Q874,Shard_2,SELECT,250,1.64,58,445,56,2025-03-01 10:56:02
Q875,Shard_2,UPDATE,169,1.1,63,772,126,2025-03-01 10:55:50
Q876,Shard_5,SELECT,219,1.91,51,400,81,2025-03-01 10:31:40
Q877,Shard_4,JOIN,399,2.74,72,628,162,2025-03-01 10:45:54
Q878,Shard_5,JOIN,362,2.17,76,978,105,2025-03-01 10:47:26
Q879,Shard_2,SELECT,164,1.55,73,494,57,2025-03-01 10:18:00
Q880,Shard_1,SELECT,108,1.19,54,402,89,2025-03-01 10:45:19
Q881,Shard_5,JOIN,437,2.64,79,913,128,2025-03-01 10:51:43
Q882,Shard_1,UPDATE,405,2.17,84,537,50,2025-03-01 10:24:22
Q883,Shard_2,UPDATE,304,1.11,81,537,142,2025-03-01 10:47:23
Q884,Shard_3,JOIN,405,2.18,82,673,103,2025-03-01 10:51:11
Q885,Shard_3,SELECT,154,1.62,51,567,76,2025-03-01 10:41:34
Q886,Shard_5,JOIN,324,2.62,78,617,176,2025-03-01 10:12:12
Q887,Shard_1,UPDATE,218,2.0,66,653,137,2025-03-01 10:29:06
Q888,Shard_1,SELECT,167,0.91,71,495,40,2025-03-01 10:13:50
Q889,Shard_3,SELECT,164,1.21,70,539,78,2025-03-01 10:26:41
Q890,Shard_1,UPDATE,218,2.29,63,557,109,2025-03-01 10:15:22
Q891,Shard_3,SELECT,133,1.01,76,490,95,2025-03-01 10:50:01
Q892,Shard_4,JOIN,323,2.97,89,691,174,2025-03-01 10:48:59
Q893,Shard_1,UPDATE,321,2.28,69,702,76,2025-03-01 10:41:22
Q894,Shard_4,UPDATE,301,1.35,84,575,87,2025-03-01 10:29:52
Q895,Shard_4,JOIN,377,2.04,79,813,178,2025-03-01 10:11:53
Q896,Shard_2,SELECT,218,1.87,55,596,41,2025-03-01 10:58:38
Q897,Shard_2,UPDATE,421,1.33,67,782,137,2025-03-01 10:35:51
Q898,Shard_1,JOIN,301,2.64,91,685,177,2025-03-01 10:30:58
Q899,Shard_5,UPDATE,189,1.19,73,572,86,2025-03-01 10:38:47
Q900,Shard_4,JOIN,381,2.65,88,676,165,2025-03-01 10:54:13
Q901,Shard_1,SELECT,290,1.91,68,512,62,2025-03-01 10:45:40
Q902,Shard_2,UPDATE,213,1.96,67,795,126,2025-03-01 10:05:24
Q903,Shard_2,SELECT,295,1.4,55,334,79,2025-03-01 10:38:54
Q904,Shard_1,UPDATE,354,1.94,69,636,115,2025-03-01 10:25:18
Q905,Shard_5,UPDATE,281,2.11,81,770,136,2025-03-01 10:31:12
Q906,Shard_1,JOIN,358,2.15,78,663,121,2025-03-01 10:32:02
Q907,Shard_2,UPDATE,397,1.36,77,521,92,2025-03-01 10:52:04
Q908,Shard_4,JOIN,390,2.83,74,886,114,2025-03-01 10:51:59
Q909,Shard_4,JOIN,477,2.1,88,809,117,2025-03-01 10:07:33
Q910,Shard_3,SELECT,141,0.77,74,448,83,2025-03-01 10:37:14
Q911,Shard_5,SELECT,284,1.41,51,515,55,2025-03-01 10:58:28
Q912,Shard_1,JOIN,484,2.6,95,923,139,2025-03-01 10:06:05
Q913,Shard_5,SELECT,256,1.52,74,565,58,2025-03-01 10:09:13
Q914,Shard_5,JOIN,307,2.69,88,923,170,2025-03-01 10:40:28
Q915,Shard_5,JOIN,576,2.91,95,658,106,2025-03-01 10:52:00
Q916,Shard_3,JOIN,387,2.39,83,645,136,2025-03-01 10:29:28
Q917,Shard_3,JOIN,312,2.09,83,738,130,2025-03-01 10:14:47
Q918,Shard_5,UPDATE,286,1.31,80,492,139,2025-03-01 10:47:54
Q919,Shard_5,UPDATE,177,1.97,64,439,95,2025-03-01 10:42:05
Q920,Shard_3,UPDATE,243,2.37,74,794,109,2025-03-01 10:42:36
Q921,Shard_1,JOIN,404,2.67,83,693,103,2025-03-01 10:15:29
Q922,Shard_4,SELECT,167,0.98,56,338,43,2025-03-01 10:43:16
Q923,Shard_5,SELECT,255,1.73,56,434,52,2025-03-01 10:20:39
Q924,Shard_2,JOIN,507,2.6,80,907,116,2025-03-01 10:30:48
Q925,Shard_2,SELECT,249,1.03,59,461,96,2025-03-01 10:14:25
Q926,Shard_4,SELECT,187,0.72,51,370,100,2025-03-01 10:21:57
Q927,Shard_3,JOIN,385,2.24,87,821,192,2025-03-01 10:59:04
Q928,Shard_4,SELECT,186,1.5,56,393,73,2025-03-01 10:32:56
Q929,Shard_1,UPDATE,424,1.86,64,449,57,2025-03-01 10:17:54
Q930,Shard_4,JOIN,427,2.3,79,893,165,2025-03-01 10:17:29
Q931,Shard_3,SELECT,279,0.82,52,468,74,2025-03-01 10:46:45
Q932,Shard_3,UPDATE,245,1.41,63,544,149,2025-03-01 10:23:14
Q933,Shard_3,JOIN,425,2.05,90,830,140,2025-03-01 10:42:54
Q934,Shard_3,SELECT,267,1.3,61,321,40,2025-03-01 10:49:18
Q935,Shard_3,UPDATE,244,1.08,70,617,110,2025-03-01 10:30:49
Q936,Shard_1,JOIN,497,2.47,81,809,127,2025-03-01 10:21:38
Q937,Shard_3,JOIN,328,2.21,95,938,190,2025-03-01 10:41:12
Q938,Shard_1,UPDATE,403,1.32,79,652,78,2025-03-01 10:30:09
Q939,Shard_4,UPDATE,183,2.07,85,735,132,2025-03-01 10:11:20
Q940,Shard_1,SELECT,286,0.94,62,531,64,2025-03-01 10:33:09
Q941,Shard_3,SELECT,235,1.58,62,521,47,2025-03-01 10:13:43
Q942,Shard_4,UPDATE,180,2.2,68,441,70,2025-03-01 10:11:51
Q943,Shard_4,UPDATE,441,1.17,74,683,141,2025-03-01 10:33:46
Q944,Shard_5,JOIN,511,2.98,94,932,143,2025-03-01 10:28:38
Q945,Shard_4,UPDATE,438,1.22,64,600,80,2025-03-01 10:52:17
Q946,Shard_5,SELECT,209,1.06,56,303,85,2025-03-01 10:20:25
Q947,Shard_2,SELECT,182,0.86,80,514,50,2025-03-01 10:17:18
Q948,Shard_3,SELECT,289,1.7,65,588,72,2025-03-01 10:45:07
Q949,Shard_3,SELECT,284,1.18,67,440,48,2025-03-01 10:18:16
Q950,Shard_3,SELECT,170,0.91,66,326,61,2025-03-01 10:50:17
Q951,Shard_3,UPDATE,495,2.01,61,736,77,2025-03-01 10:24:04
Q952,Shard_5,JOIN,419,2.7,77,631,192,2025-03-01 10:17:46
Q953,Shard_3,JOIN,578,2.92,93,619,194,2025-03-01 10:25:20
Q954,Shard_4,UPDATE,494,1.04,66,455,52,2025-03-01 10:34:42
Q955,Shard_3,SELECT,283,0.71,53,354,52,2025-03-01 10:13:40
Q956,Shard_5,SELECT,262,1.21,69,452,65,2025-03-01 10:44:27
Q957,Shard_2,SELECT,215,1.4,75,458,58,2025-03-01 10:31:52
Q958,Shard_2,SELECT,193,1.68,50,414,98,2025-03-01 10:27:11
Q959,Shard_2,UPDATE,151,1.12,74,686,125,2025-03-01 10:10:19
Q960,Shard_5,SELECT,171,0.59,76,423,42,2025-03-01 10:28:30
Q961,Shard_1,UPDATE,175,2.19,67,764,120,2025-03-01 10:55:24
Q962,Shard_3,UPDATE,245,1.94,82,497,85,2025-03-01 10:13:30
Q963,Shard_2,JOIN,504,2.97,90,777,147,2025-03-01 10:36:26
Q964,Shard_1,UPDATE,203,1.23,64,576,115,2025-03-01 10:28:43
Q965,Shard_2,SELECT,212,1.68,73,310,53,2025-03-01 10:19:35
Q966,Shard_5,SELECT,275,1.28,57,589,45,2025-03-01 10:35:34
Q967,Shard_3,JOIN,489,2.27,91,812,178,2025-03-01 10:38:24
Q968,Shard_5,JOIN,579,2.11,95,647,117,2025-03-01 10:30:31
Q969,Shard_3,JOIN,547,2.25,74,881,114,2025-03-01 10:30:56
Q970,Shard_3,UPDATE,363,1.44,65,425,56,2025-03-01 10:19:15
Q971,Shard_3,JOIN,457,2.48,94,821,195,2025-03-01 10:24:55
Q972,Shard_1,SELECT,192,1.95,70,570,44,2025-03-01 10:38:53
Q973,Shard_1,UPDATE,482,2.02,76,536,116,2025-03-01 10:23:05
Q974,Shard_3,SELECT,118,1.08,74,509,70,2025-03-01 10:21:54
Q975,Shard_3,JOIN,568,2.67,94,612,178,2025-03-01 10:18:14
Q976,Shard_5,SELECT,241,0.71,63,301,96,2025-03-01 10:40:38
Q977,Shard_1,SELECT,207,1.62,56,474,76,2025-03-01 10:21:13
Q978,Shard_5,JOIN,369,2.04,80,750,114,2025-03-01 10:44:54
Q979,Shard_5,UPDATE,281,1.65,72,655,57,2025-03-01 10:28:12
Q980,Shard_3,SELECT,224,0.95,67,331,43,2025-03-01 10:45:11
Q981,Shard_2,SELECT,199,1.19,71,379,89,2025-03-01 10:16:47
Q982,Shard_2,UPDATE,292,1.1,75,721,88,2025-03-01 10:06:58
Q983,Shard_1,UPDATE,218,1.2,80,645,100,2025-03-01 10:40:47
Q984,Shard_4,SELECT,187,1.84,67,369,74,2025-03-01 10:40:07
Q985,Shard_2,JOIN,373,2.46,73,803,173,2025-03-01 10:54:23
Q986,Shard_3,UPDATE,367,1.73,64,550,111,2025-03-01 10:43:31
Q987,Shard_4,SELECT,142,0.87,64,500,89,2025-03-01 10:14:29
Q988,Shard_1,UPDATE,202,1.91,80,778,116,2025-03-01 10:44:43
Q989,Shard_1,UPDATE,459,2.11,66,754,87,2025-03-01 10:13:05
Q990,Shard_1,SELECT,176,0.59,77,526,79,2025-03-01 10:38:02
Q991,Shard_1,UPDATE,153,2.4,79,615,75,2025-03-01 10:33:19
Q992,Shard_4,JOIN,478,2.25,83,690,147,2025-03-01 10:38:06
Q993,Shard_4,UPDATE,153,2.02,78,598,96,2025-03-01 10:11:59
Q994,Shard_5,SELECT,120,0.96,58,511,64,2025-03-01 10:27:38
Q995,Shard_4,UPDATE,285,1.39,83,716,129,2025-03-01 10:06:24
Q996,Shard_2,JOIN,406,2.35,80,824,121,2025-03-01 10:27:59
Q997,Shard_1,SELECT,229,1.9,76,438,86,2025-03-01 10:18:18
Q998,Shard_3,SELECT,162,1.01,61,479,45,2025-03-01 10:57:38
Q999,Shard_4,JOIN,389,2.66,79,685,138,2025-03-01 10:10:04
Q1000,Shard_5,UPDATE,278,1.72,69,423,95,2025-03-01 10:26:29
